EntrezGene.ID	Associated.Gene.Name	Transcript.Start..bp.	Chromosome.Name
NA	AC079036.44-3	   122932	chrNT_113962
NA	AC026283.2-5	    76433	chrNT_113871
     4535	MT-ND1	     3308	chrMT
   645100	BX284653.17-4	   154944	chrNT_113899
   729515	BX284653.17-4	   154944	chrNT_113899
   730074	BX284653.17-4	   154944	chrNT_113899
    64109	CRLF2	    20948	chrNT_113966
   283897	AC002301.1-1	    41084	chrNT_113929
   728070	AC002301.1-1	    41084	chrNT_113929
      345	AC087065.4-2	    18050	chrNT_113960
NA	CR392039.8-3	    14959	chrNT_113958
NA	AC011645.3-4	   124215	chrNT_113870
NA	AC011841.7-4	   117169	chrNT_113930
100133056	AL732359.26-4	   771910	chrNT_113898
NA	AC145212.1-2	    55281	chrNT_113888
NA	AC018692.9-1	    49252	chrNT_113885
NA	AC139536.2-2	    38626	chrNT_113926
100132080	AC144526.2-2	    21797	chrNT_113902
100132964	AC144526.2-2	    21797	chrNT_113902
100134695	AC144526.2-2	    21797	chrNT_113902
NA	AL163540.11-2	   103462	chrNT_113961
NA	AC026283.2-6	    97008	chrNT_113871
   440321	AC139511.2-1	    68991	chrNT_113925
     8694	AC142402.2-2	    11871	chrNT_113906
   727765	AC142402.2-2	    11871	chrNT_113906
100132288	CR381535.11-2	    24571	chrNT_113951
  4077	NBR1	        1	chrNT_113932
   727732	NBR1	        1	chrNT_113932
100133166	NBR1	        1	chrNT_113932
NA	AC018692.9-2	    86545	chrNT_113885
NA	AC139536.2-3	    42606	chrNT_113926
NA	AC018692.9-3	    92188	chrNT_113885
    85294	KRTAP2-3	    68542	chrNT_113931
   644350	KRTAP2-3	    68542	chrNT_113931
   728285	KRTAP2-3	    68542	chrNT_113931
   728934	KRTAP2-3	    68542	chrNT_113931
   730755	KRTAP2-3	    68542	chrNT_113931
NA	AC018692.9-4	    95002	chrNT_113885
NA	AC011645.3-5	   141901	chrNT_113870
NA	AC139536.2-4	    53454	chrNT_113926
NA	AC018692.9-5	    96417	chrNT_113885
100132810	AL732359.26-5	   782926	chrNT_113898
NA	AC139687.2-6	    94815	chrNT_113927
NA	AC144526.2-3	    52867	chrNT_113902
    55052	AC026283.2-7	   111575	chrNT_113871
   642393	AC026283.2-7	   111575	chrNT_113871
100129030	CR382332.10-1	   148205	chrNT_113957
100130131	CR382332.10-1	   148205	chrNT_113957
100131965	CR382332.10-1	   148205	chrNT_113957
100132329	CR382332.10-1	   148205	chrNT_113957
   123887	ZG16	    76909	chrNT_113929
NA	AC145060.2	    12407	chrNT_113909
NA	AC144831.2	     5645	chrNT_113937
NA	AC139099.1-2	    63016	chrNT_113934
NA	AL354822.8	    38792	chrNT_113889
100129030	CR381653.11	   120868	chrNT_113953
100130131	CR381653.11	   120868	chrNT_113953
100131965	CR381653.11	   120868	chrNT_113953
100132329	CR381653.11	   120868	chrNT_113953
NA	ZFP62	    13848	chrNT_113890
100132128	AC091190.3	     9607	chrNT_113903
NA	AC145207.1-2	    45179	chrNT_113944
NA	AC025861.3	    33219	chrNT_113912
   727800	BX322591.1-1	       44	chrNT_113917
100132503	BX322591.1-1	       44	chrNT_113917
NA	HMX1	    39962	chrNT_113886
     4710	AC009289.8-2	    99212	chrNT_113881
   727762	AC009289.8-2	    99212	chrNT_113881
    10772	BX511012.5-2	    36275	chrNT_113878
   642558	BX511012.5-2	    36275	chrNT_113878
    81872	AC037482.14-8	    73423	chrNT_113931
    85296	AC037482.14-8	    73423	chrNT_113931
   728943	AC037482.14-8	    73423	chrNT_113931
     6349	AC139367.2-1	    12377	chrNT_113936
   414062	AC139367.2-1	    12377	chrNT_113936
   728830	AC139367.2-1	    12377	chrNT_113936
NA	AC002321.1-1	    14306	chrNT_113911
NA	AL356585.7-3	    47424	chrNT_113923
153561	GUSBP1	    92781	chrNT_113910
  3803	KIR2DL2	    21921	chrNT_113949
   645137	AC138750.2-2	    29955	chrNT_113924
NA	NBPF8	   169895	chrNT_113872
100271840	AL356585.7-4	    65023	chrNT_113923
   643836	ZFP62	    12667	chrNT_113890
NA	BX284653.17-5	   408540	chrNT_113899
   643750	AC002321.1-2	    26413	chrNT_113911
NA	AC126759.1	    14107	chrNT_113963
   653483	AL732359.26-6	   811294	chrNT_113898
   729439	AL732359.26-6	   811294	chrNT_113898
   653382	AC139361.2-2	    36683	chrNT_113935
     3166	HMX1	    39405	chrNT_113886
100133107	AC142402.2-3	    23144	chrNT_113906
100131064	AC142402.2-3	    23144	chrNT_113906
  2475	FRAP1	 11089180	chr1
    23192	AC133781.4-2	    54816	chrNT_113880
   727737	AC133781.4-2	    54816	chrNT_113880
NA	AC138750.2-3	   136324	chrNT_113924
NA	AC087065.4-3	    27813	chrNT_113960
     2642	GCGR	    57599	chrNT_113944
NA	AC002301.1-2	    89369	chrNT_113929
NA	AC139511.2-2	    89916	chrNT_113925
NA	CR382332.10-2	   155162	chrNT_113957
    81872	AC037482.14-9	    81472	chrNT_113931
    85296	AC037482.14-9	    81472	chrNT_113931
   728943	AC037482.14-9	    81472	chrNT_113931
   375791	BX322591.1-2	     3874	chrNT_113917
NA	NBR1	        2	chrNT_113932
NA	AL356585.7-5	    82145	chrNT_113923
NA	AC142402.2-4	    24011	chrNT_113906
NA	BX511012.5-2	    37752	chrNT_113878
NA	AC002301.1-3	    98611	chrNT_113929
NA	BX322591.1-3	    12173	chrNT_113917
    79908	AC016572.6-1	    64189	chrNT_113890
NA	AL732359.26-7	   814387	chrNT_113898
   113277	AC087365.3-1	    20374	chrNT_113932
   728772	AC087365.3-1	    20374	chrNT_113932
NA	AC002301.1-4	   104940	chrNT_113929
NA	AC133781.4-2	    54907	chrNT_113880
NA	AC026283.2-8	   135071	chrNT_113871
NA	BX276116.7-2	   285623	chrNT_113965
    94107	BX322591.1-4	    12869	chrNT_113917
   653383	BX322591.1-4	    12869	chrNT_113917
NA	AC139367.2-1	    12799	chrNT_113936
NA	AC016572.6-1	    64189	chrNT_113890
    10772	BX511012.5-2	    38912	chrNT_113878
   642558	BX511012.5-2	    38912	chrNT_113878
NA	AL732359.26-7	   851159	chrNT_113898
NA	AC139361.2-3	   131544	chrNT_113935
NA	AC037482.14-10	    87342	chrNT_113931
NA	AC142402.2-5	    28978	chrNT_113906
NA	AL732359.26-7	   851761	chrNT_113898
NA	BX322591.1-5	    18781	chrNT_113917
NA	AC145207.1-3	    87754	chrNT_113944
NA	AC026283.2-9	   172638	chrNT_113871
    83896	AC037482.14-11	   119623	chrNT_113931
100132802	AC037482.14-11	   119623	chrNT_113931
NA	AC087365.3-2	    84834	chrNT_113932
NA	BX276116.7-2	   268898	chrNT_113965
     1841	AC133781.4-3	    92953	chrNT_113880
   727761	AC133781.4-3	    92953	chrNT_113880
   768329	KIR3DP1	    38480	chrNT_113949
NA	FRAP1	 11089179	chr1
NA	AC139367.2-2	    28552	chrNT_113936
    10218	ANGPTL7	 11171985	chr1
NA	AC026283.2-9	   164829	chrNT_113871
NA	BX276116.7-2	   353333	chrNT_113965
NA	KIR3DP1	    38434	chrNT_113949
    83897	AC037482.14-12	   128851	chrNT_113931
100128819	AC037482.14-12	   128851	chrNT_113931
   727811	U95626.1-3	    96233	chrNT_113884
     9560	AC139367.2-2	    28552	chrNT_113936
   388372	AC139367.2-2	    28552	chrNT_113936
   728835	AC139367.2-2	    28552	chrNT_113936
NA	BX276116.7-3	   454461	chrNT_113965
    85293	AC037482.14-13	   134604	chrNT_113931
100132276	AC037482.14-13	   134604	chrNT_113931
 29914	UBIAD1	 11256172	chr1
   727811	U95626.1-3	    95725	chrNT_113884
NA	BX511012.5-3	    77568	chrNT_113878
    54998	AC026283.2-10	   189516	chrNT_113871
    29914	UBIAD1	 11255866	chr1
NA	BX276116.7-4	   542749	chrNT_113965
NA	U95626.1-4	   131784	chrNT_113884
    84289	AC133781.4-4	   118579	chrNT_113880
   727773	AC133781.4-4	   118579	chrNT_113880
   125115	AC037482.14-14	   144459	chrNT_113931
   728760	AC037482.14-14	   144459	chrNT_113931
     6736	SRY	  2714896	chrY
100130809	SRY	  2714896	chrY
NA	UBIAD1	 11256150	chr1
NA	AL133414.4-2	    57208	chrNT_113949
NA	AC145207.1-4	   122177	chrNT_113944
100129513	BX276116.7-5	   583299	chrNT_113965
100133276	BX276116.7-5	   583299	chrNT_113965
  6192	RPS4Y1	  2769623	chrY
100133662	RPS4Y1	  2769623	chrY
NA	BX276116.7-6	   732745	chrNT_113965
NA	PTCHD2	 11461882	chr1
   390792	AC037482.14-15	   161845	chrNT_113931
   728765	AC037482.14-15	   161845	chrNT_113931
    51616	BX276116.7-7	   787131	chrNT_113965
   728198	BX276116.7-7	   787131	chrNT_113965
   257054	AC133781.4-5	   151162	chrNT_113880
NA	AC145207.1-5	   142366	chrNT_113944
    57540	PTCHD2	 11461882	chr1
NA	AC133781.4-5	   151177	chrNT_113880
     7544	ZFY	  2863546	chrY
NA	AC145207.1-6	   146301	chrNT_113944
NA	PTCHD2	 11516438	chr1
NA	AC145207.1-7	   156409	chrNT_113944
   256933	AC145207.1-8	   156790	chrNT_113944
   653419	AC145207.1-8	   156790	chrNT_113944
    26232	FBXO2	 11631037	chr1
     7544	ZFY	  2863322	chrY
NA	AC139367.2-3	    79227	chrNT_113936
NA	FBXO2	 11631033	chr1
    90655	TGIF2LY	  3507261	chrY
    90655	TGIF2LY	  3507126	chrY
    93611	FBXO44	 11637554	chr1
 83259	PCDH11Y	  4928267	chrY
    93611	FBXO44	 11637019	chr1
NA	FBXO44	 11637525	chr1
NA	PCDH11Y	  4965086	chrY
    93611	FBXO44	 11637501	chr1
    83259	PCDH11Y	  4984865	chrY
     3813	KIR3DS1	    70070	chrNT_113949
NA	KIR3DS1	    70070	chrNT_113949
NA	PCDH11Y	  4984131	chrY
NA	FBXO6	 11646768	chr1
    26270	FBXO6	 11646768	chr1
    64591	TSPY1	  6174264	chrY
NA	AC145207.1-9	   158953	chrNT_113944
 57292	KIR2DL5A	    86746	chrNT_113949
   553128	KIR2DL5A	    86746	chrNT_113949
NA	TSPY1	  6174310	chrY
NA	AC006335.2-1	  6318442	chrY
    10459	MAD2L2	 11657125	chr1
NA	AC006335.2-2	  6352113	chrY
NA	TTTY7	  6377509	chrY
NA	MAD2L2	 11657125	chr1
NA	TTTY8	  6399072	chrY
NA	AC145207.1-10	   167062	chrNT_113944
      266	AMELY	  6793967	chrY
    10459	MAD2L2	 11657132	chr1
NA	AC145207.1-11	   174138	chrNT_113944
NA	MAD2L2	 11657169	chr1
    10459	MAD2L2	 11657392	chr1
NA	AMELY	  6793967	chrY
NA	AC145207.1-12	   177305	chrNT_113944
NA	MAD2L2	 11658514	chr1
  3806	KIR2DS1	    98146	chrNT_113949
     3808	KIR2DS1	    98146	chrNT_113949
NA	AMELY	  6794114	chrY
NA	MAD2L2	 11659516	chr1
    90665	TBL1Y	  6838727	chrY
   374946	C1orf187	 11674366	chr1
  5616	PRKY	  7202013	chrY
NA	AC007275.4	  7781733	chrY
    57085	AGTRAP	 11718791	chr1
NA	KIR2DS1	   112262	chrNT_113949
NA	AC051663.9	  8208239	chrY
    57085	AGTRAP	 11718729	chr1
NA	AC064829.6	  8552794	chrY
NA	TTTY11	  8711363	chrY
NA	RBMY1A3P	  9214670	chrY
NA	TSPYP6	  9235073	chrY
NA	TSPYP6	  9235119	chrY
     3806	KIR2DS1	   115112	chrNT_113949
NA	AGTRAP	 11718794	chr1
NA	AC006158.10	  9255425	chrY
NA	C1orf167	 11749386	chr1
NA	AC006158.10	  9255406	chrY
NA	AC006158.10	  9255452	chrY
NA	AC006158.10	  9275731	chrY
   284498	C1orf167	 11754766	chr1
     7258	AC006158.10	  9296049	chrY
   728137	AC006158.10	  9296049	chrY
  4524	MTHFR	 11773111	chr1
NA	AC006158.10	  9296076	chrY
NA	AC006156.5-1	  9914562	chrY
     7258	TSPYP7	  9975489	chrY
   728137	TSPYP7	  9975489	chrY
  3807	KIR2DS2	   131449	chrNT_113949
     4524	MTHFR	 11770938	chr1
     4524	MTHFR	 11768397	chr1
NA	TSPYP7	  9975535	chrY
NA	TTTY8	 10138709	chrY
100132285	KIR2DS2	   131449	chrNT_113949
NA	AC017019.3	 10154435	chrY
NA	TTTY2	 10188195	chrY
 50858	TTTY1	 10200765	chrY
     4524	MTHFR	 11768367	chr1
NA	AC134878.3-1	 11769481	chrY
NA	AC134882.2-3	 11919172	chrY
NA	AC134882.2-4	 11956316	chrY
  1185	CLCN6	 11788794	chr1
NA	GYG2P	 12985155	chrY
NA	GYG2P	 13001526	chrY
NA	GYG2P	 13024054	chrY
NA	AL133414.4-3	   147649	chrNT_113949
   643123	GYG2P	 13027930	chrY
NA	AL133414.4-3	   136712	chrNT_113949
  5987	TRIM27	 29018853	chrc6_COX
NA	TRIM27	 29018853	chrc6_COX
  8287	USP9Y	 13322554	chrY
100130216	USP9Y	 13322554	chrY
NA	CLCN6	 11788904	chr1
   730396	C6orf100	 29055438	chrc6_COX
   282890	ZNF311	 29106498	chrc6_COX
    26692	OR2W1	 29155857	chrc6_COX
NA	OR2J3	 29223595	chrc6_COX
NA	OR2J2	 29285002	chrc6_COX
     5987	TRIM27	 29013636	chrc6_QBL
NA	AL662852.9	 29293228	chrc6_COX
NA	TRIM27	 29013636	chrc6_QBL
     1185	CLCN6	 11788907	chr1
   730405	C6orf100	 29054510	chrc6_QBL
   442191	OR5U1	 29418436	chrc6_COX
442192	OR5V1	 29466976	chrc6_COX
   282890	ZNF311	 29105415	chrc6_QBL
    26692	OR2W1	 29154843	chrc6_QBL
NA	OR12D3	 29485184	chrc6_COX
   442184	OR2B3	 29196939	chrc6_QBL
  8653	DDX3Y	 13526171	chrY
100130220	DDX3Y	 13526171	chrY
NA	CLCN6	 11788857	chr1
NA	OR2J3	 29222528	chrc6_QBL
NA	OR12D2	 29508172	chrc6_COX
NA	OR2J2	 29283945	chrc6_QBL
NA	AL662869.2	 29528887	chrc6_COX
     4878	NPPA	 11828363	chr1
NA	AL935156.4	 29292160	chrc6_QBL
    26531	OR11A1	 29537109	chrc6_COX
NA	OR11A1	 29538353	chrc6_COX
NA	BX004810.8	 29527804	chrc6_QBL
   442194	OR10C1	 29550911	chrc6_COX
    26531	OR11A1	 29536026	chrc6_QBL
     8653	DDX3Y	 13525413	chrY
100130220	DDX3Y	 13525413	chrY
     4878	NPPA	 11828356	chr1
    26716	OR2H1	 29568790	chrc6_COX
NA	OR11A1	 29537270	chrc6_QBL
    26716	OR2H1	 29568797	chrc6_COX
    26716	OR2H1	 29571380	chrc6_COX
NA	AP001005.6-1	    37358	chr18
    26716	OR2H1	 29573048	chrc6_COX
   442194	OR10C1	 29549827	chrc6_QBL
   116511	MAS1L	 29598374	chrc6_COX
    26716	OR2H1	 29567698	chrc6_QBL
    26716	OR2H1	 29567705	chrc6_QBL
NA	UBD	 29667268	chrc6_COX
NA	NPPA	 11828523	chr1
    26716	OR2H1	 29570288	chrc6_QBL
    26716	OR2H1	 29571958	chrc6_QBL
     4879	NPPB	 11840109	chr1
  7404	UTY	 13868958	chrY
100130224	UTY	 13868958	chrY
   116511	MAS1L	 29597284	chrc6_QBL
NA	AP001005.6-2	    99065	chr18
NA	UBD	 29666182	chrc6_QBL
NA	OR2H2	 29699091	chrc6_COX
     7932	OR2H2	 29698019	chrc6_QBL
NA	NPPB	 11840696	chr1
NA	KIAA2013	 11893828	chr1
     7404	UTY	 13869657	chrY
100130224	UTY	 13869657	chrY
    90231	KIAA2013	 11902712	chr1
   728138	KIAA2013	 11902712	chr1
  9097	USP14	   148479	chr18
     7404	UTY	 13918784	chrY
100130224	UTY	 13918784	chrY
NA	KIAA2013	 11782803	chr1
NA	KIAA2013	 11904819	chr1
     7404	UTY	 13944388	chrY
100130224	UTY	 13944388	chrY
  2550	GABBR1	 29712794	chrc6_QBL
     2550	GABBR1	 29713866	chrc6_COX
     2550	GABBR1	 29666163	chrc6_QBL
     2550	GABBR1	 29667249	chrc6_COX
NA	UTY	 14017576	chrY
     2550	GABBR1	 29713871	chrc6_COX
  9087	TMSB4Y	 14324841	chrY
100130227	TMSB4Y	 14324841	chrY
     9097	USP14	   148483	chr18
  5351	PLOD1	 11917333	chr1
     9084	VCY1B	 14607046	chrY
   353513	VCY1B	 14607046	chrY
   652821	VCY1B	 14607046	chrY
  4340	MOG	 29767584	chrc6_QBL
NA	MOG	 29768660	chrc6_COX
NA	PLOD1	 11917397	chr1
     9084	VCY	 14677492	chrY
   353513	VCY	 14677492	chrY
   652821	VCY	 14677492	chrY
  9984	THOC1	   204527	chr18
    22829	NLGN4Y	 15145848	chrY
100133431	NLGN4Y	 15145848	chrY
NA	MOG	 29767762	chrc6_QBL
NA	MOG	 29768838	chrc6_COX
  9927	MFN2	 11962956	chr1
   441308	OR4F21	   106086	chr8
NA	MFN2	 11971886	chr1
    22829	NLGN4Y	 15145020	chrY
100133431	NLGN4Y	 15145020	chrY
NA	NLGN4Y	 15145020	chrY
NA	MFN2	 11962956	chr1
NA	NLGN4Y	 15243315	chrY
NA	NLGN4Y	 15144026	chrY
     9426	CDY2A	 18499541	chrY
   203611	CDY2A	 18499541	chrY
    81035	COLEC12	   309356	chr18
     9426	AC009976.6	 18647061	chrY
   203611	AC009976.6	 18647061	chrY
   169270	ZNF596	   172384	chr8
 60672	RP5-1077B9.4	 12002099	chr1
NA	MOG	 29767644	chrc6_QBL
NA	MOG	 29768720	chrc6_COX
     9082	XKRY	 18756723	chrY
   353515	XKRY	 18756723	chrY
   169270	ZNF596	   172382	chr8
   346171	ZFP57	 29783036	chrc6_QBL
   346171	ZFP57	 29784112	chrc6_COX
   943	TNFRSF8	 12046021	chr1
NA	ZNF596	   172200	chr8
    86614	HSFY1	 19167945	chrY
   159119	HSFY1	 19167945	chrY
NA	TNFRSF8	 12046021	chr1
     1068	CETN1	   570367	chr18
  3134	HLA-F	 29831432	chrc6_QBL
NA	HLA-F	 29832356	chrc6_COX
NA	HSFY1	 19167945	chrY
NA	HLA-F	 29832424	chrc6_COX
NA	HLA-F	 29831500	chrc6_QBL
  7133	TNFRSF1B	 12149647	chr1
NA	HLA-F	 29831791	chrc6_COX
NA	HLA-F	 29830867	chrc6_QBL
     3134	HLA-F	 29831556	chrc6_QBL
     3134	HLA-F	 29832480	chrc6_COX
   400728	FAM87A	   315934	chr8
100134357	FAM87A	   315934	chr8
NA	HSFY1	 19167994	chrY
NA	AL844851.4-1	 29834697	chrc6_QBL
NA	AL669813.6	 29835615	chrc6_COX
NA	AL844851.4-2	 29899389	chrc6_QBL
    27098	CLUL1	   586998	chr18
NA	AL671561.7	 29900291	chrc6_COX
  3135	HLA-G	 29934785	chrc6_QBL
     7133	TNFRSF1B	 12149647	chr1
     3135	HLA-G	 29935639	chrc6_QBL
NA	TTTY9B	 19202480	chrY
NA	HLA-G	 29935663	chrc6_QBL
     3135	HLA-G	 29935685	chrc6_COX
NA	AL845454.6-1	 30028212	chrc6_QBL
     3135	HLA-G	 29936539	chrc6_COX
    27098	CLUL1	   606700	chr18
NA	HLA-G	 29936563	chrc6_COX
    86614	HSFY2	 19352714	chrY
   159119	HSFY2	 19352714	chrY
NA	AL645935.7-1	 30032878	chrc6_COX
    26260	FBXO25	   346808	chr8
NA	HSFY2	 19352714	chrY
NA	HSFY2	 19390195	chrY
    86614	HSFY2	 19393089	chrY
   159119	HSFY2	 19393089	chrY
  7298	TYMS	   647619	chr18
NA	TTTY9A	 19352965	chrY
    26260	FBXO25	   353072	chr8
 55410	CYorf14	 19493779	chrY
   157695	C8orf42	   431646	chr8
NA	AC090691.16	   597527	chr8
100133941	CD24L4	 19611898	chrY
NA	TTTY14	 19553973	chrY
     7298	TYMS	   647619	chr18
   157697	ERICH1	   604201	chr8
NA	BCORL2	 20077586	chrY
NA	CYorf15A	 20208499	chrY
   494514	C18orf56	   639621	chr18
NA	CYorf15A	 20188623	chrY
 84663	CYorf15B	 20218579	chrY
    84663	CYorf15B	 20213724	chrY
NA	DLGAP2	  1436939	chr8
  3105	HLA-A	 30042521	chrc6_QBL
     9228	DLGAP2	  1436939	chr8
NA	HLA-A	 30047088	chrc6_COX
 55556	ENOSF1	   663918	chr18
  2055	CLN8	  1699277	chr8
NA	AC138701.3-1	 18343819	chr15
NA	SMCY	 20326691	chrY
NA	FAM138D	    18150	chr12
 55187	VPS13D	 12212700	chr1
NA	VSIG7	 18429923	chr15
     8284	SMCY	 20326691	chrY
    55556	ENOSF1	   664038	chr18
NA	HERC2P2	 18848558	chr15
   728056	IQSEC3	    46310	chr12
   731035	IQSEC3	    46310	chr12
100134209	IQSEC3	    46310	chr12
NA	VPS13D	 12212711	chr1
100131452	AC131280.9-2	 18998028	chr15
100132202	AC131280.9-2	 18998028	chr15
100132566	AC131280.9-2	 18998028	chr15
100132823	AC131280.9-2	 18998028	chr15
100132880	AC131280.9-2	 18998028	chr15
   338999	AC131280.9-2	 18998028	chr15
  7525	YES1	   711592	chr18
  9249	DHRS3	 12550526	chr1
   440243	AC131280.9-3	 18999511	chr15
   645162	AC131280.9-3	 18999511	chr15
   645202	AC131280.9-3	 18999511	chr15
   727832	AC131280.9-3	 18999511	chr15
   440073	IQSEC3	    56803	chr12
  9086	EIF1AY	 21146999	chrY
  9639	ARHGEF10	  1761684	chr8
     7525	YES1	   711588	chr18
   343066	AADACL4	 12627153	chr1
      116	ADCYAP1	   895297	chr18
   126767	AADACL3	 12698705	chr1
   126767	AADACL3	 12698733	chr1
NA	EIF1AY	 21147068	chrY
NA	C1orf158	 12728750	chr1
   140032	RPS4Y2	 21327342	chrY
NA	ARHGEF10	  1759588	chr8
    93190	C1orf158	 12728750	chr1
NA	SLC6A12	   169513	chr12
      116	ADCYAP1	   895061	chr18
     9639	ARHGEF10	  1759549	chr8
NA	AC010086.2	 21954260	chrY
NA	C18orf2	  1262319	chr18
   390999	PRAMEF12	 12757584	chr1
   729266	AC131280.9-4	 19027714	chr15
   729786	AC131280.9-4	 19027714	chr15
100132565	AC131280.9-4	 19027714	chr15
100132979	AC131280.9-4	 19027714	chr15
NA	AC010086.2	 21954228	chrY
     6539	SLC6A12	   169513	chr12
NA	C18orf2	  1259822	chr18
NA	ARHGEF10	  1759549	chr8
NA	RBMY1H	 22064793	chrY
    65121	PRAMEF1	 12774133	chr1
NA	ARHGEF10	  1794328	chr8
NA	RBMY1H	 22066913	chrY
  9920	KBTBD11	  1909451	chr8
 64863	METTL4	  2527525	chr18
NA	PRAMEF1	 12777575	chr1
NA	PRAMEF1	 12777427	chr1
NA	POTEC	 19305253	chr15
NA	PRAMEF11	 12807067	chr1
   343069	HNRNPCL1	 12829848	chr1
   440563	HNRNPCL1	 12829848	chr1
   649330	HNRNPCL1	 12829848	chr1
   652665	HNRNPCL1	 12829848	chr1
   339010	POTEC	 19305253	chr15
   388468	POTEC	 19305253	chr15
    65122	PRAMEF2	 12839528	chr1
   378948	RBMY1B	 22082646	chrY
   400735	PRAMEF4	 12861623	chr1
   645359	PRAMEF4	 12861623	chr1
     6540	SLC6A13	   200052	chr12
 10403	KNTC2	  2561579	chr18
  9172	MYOM2	  1980565	chr8
   400735	PRAMEF4	 12861632	chr1
   645359	PRAMEF4	 12861632	chr1
NA	POTEC	 19322518	chr15
NA	RBMY1B	 22082646	chrY
   343071	PRAMEF10	 12875314	chr1
NA	AC126335.16-3	 19501231	chr15
NA	HLA-A	 30045841	chrc6_COX
NA	SLC6A13	   200052	chr12
NA	AC126335.16-3	 19585596	chr15
NA	HLA-A	 30047127	chrc6_COX
   441871	PRAMEF7	 12899037	chr1
   400299	AC126335.16-4	 19624910	chr15
NA	AP001011.6-2	  2645886	chr18
   441871	PRAMEF7	 12900100	chr1
   390538	OR4M2	 19869940	chr15
   440561	PRAMEF6	 12920768	chr1
NA	RBMY1B	 22094785	chrY
    10255	AL645935.7-2	 30079645	chrc6_COX
   440561	PRAMEF6	 12921092	chr1
 23347	SMCHD1	  2690857	chr18
   653606	PRAMEF22	 12958130	chr1
NA	PRAMEF22	 12958109	chr1
   283694	OR4N4	 19804548	chr15
100133382	HLA-A	 30041270	chrc6_QBL
   729368	PRAMEF23	 13031101	chr1
NA	HLA-A	 30042560	chrc6_QBL
    30834	ZNRD1	 30166187	chrc6_COX
     5940	RBMY1A1	 22108166	chrY
NA	AL845454.6-2	 30075140	chrc6_QBL
    30834	ZNRD1	 30166190	chrc6_COX
   401940	PRAMEF3	 13200783	chr1
 84034	EMILIN2	  2837028	chr18
    30834	ZNRD1	 30166192	chrc6_COX
  5927	JARID1A	   259484	chr12
    30834	ZNRD1	 30166196	chrc6_COX
   642131	VSIG6	 19974266	chr15
100134397	VSIG6	 19974266	chr15
   343068	PRAMEF5	 13232406	chr1
    30834	ZNRD1	 30161488	chrc6_QBL
   391002	PRAMEF8	 13259233	chr1
    64478	CSMD1	  2780282	chr8
  6992	PPP1R11	 30172015	chrc6_COX
    84034	EMILIN2	  2837028	chr18
    30834	ZNRD1	 30161491	chrc6_QBL
NA	PPP1R11	 30171636	chrc6_COX
     5940	RBMY1A1	 22106153	chrY
   343070	PRAMEF9	 13293763	chr1
   440560	PRAMEF9	 13293763	chr1
   653619	PRAMEF9	 13293763	chr1
    30834	ZNRD1	 30161493	chrc6_QBL
NA	PPP1R11	 30172132	chrc6_COX
   400736	PRAMEF13	 13320001	chr1
NA	RBMY1A1	 22118326	chrY
NA	PPP1R11	 30172470	chrc6_COX
    30834	ZNRD1	 30161497	chrc6_QBL
NA	IGHV1OR15-9	  9884493	chr21
   391003	PRAMEF18	 13346640	chr1
   401940	PRAMEF18	 13346640	chr1
NA	PPP1R11	 30172503	chrc6_COX
     6992	PPP1R11	 30167300	chrc6_QBL
NA	PPP1R11	 30173133	chrc6_COX
NA	TTTY13	 22154874	chrY
   654348	PRAMEF16	 13367853	chr1
NA	PPP1R11	 30166921	chrc6_QBL
NA	PPP1R11	 30167417	chrc6_QBL
NA	CSMD1	  2780282	chr8
NA	PPP1R11	 30167752	chrc6_QBL
NA	PPP1R11	 30167788	chrc6_QBL
   391001	PRAMEF21	 13388653	chr1
   645425	PRAMEF21	 13388653	chr1
NA	PPP1R11	 30168418	chrc6_QBL
    80352	RNF39	 30175193	chrc6_COX
NA	JARID1A	   259484	chr12
NA	RNF39	 30170482	chrc6_QBL
   152687	ZNF595	    43227	chr4
   391001	PRAMEF21	 13394550	chr1
   645425	PRAMEF21	 13394550	chr1
NA	CSMD1	  2972315	chr8
NA	TRIM31	 30207846	chrc6_COX
   343070	PRAMEF15	 13514560	chr1
   440560	PRAMEF15	 13514560	chr1
   653619	PRAMEF15	 13514560	chr1
NA	AC009707.9	  3842829	chr8
NA	TRIM40	 30241069	chrc6_COX
NA	TRIM31	 30203096	chrc6_QBL
  9663	LPIN2	  2906994	chr18
   135644	TRIM40	 30241971	chrc6_COX
NA	ZNF718	    43358	chr4
NA	AC116165.7-2	 20253724	chr15
NA	TRIM40	 30236288	chrc6_QBL
   135644	TRIM40	 30237190	chrc6_QBL
   378949	RBMY1C	 22435613	chrY
NA	AC118278.4-1	   149170	chr4
